order_id,customer_id,order_date,ship_date,sales_region,order_status
O-000427,C-0058,2025-11-16,2025-11-26,Europe,Delivered
O-000428,C-0029,2025-10-31,2025-11-06,Europe,Shipped
O-000429,C-0090,2025-06-23,2025-06-29,Europe,Shipped
O-000430,C-0080,2025-09-15,2025-09-16,North America,Shipped
O-000431,C-0045,2025-08-08,2025-08-14,Europe,Shipped
O-000432,C-0098,2025-07-07,2025-07-12,North America,Delivered
O-000433,C-0053,2025-07-03,2025-07-09,Europe,Delivered
O-000434,C-0119,2025-10-06,2025-10-08,Europe,Delivered
O-000435,C-0029,2025-03-03,2025-03-13,Europe,Shipped
O-000436,C-0025,2025-08-02,2025-08-04,North America,Shipped
O-000437,C-0036,2025-07-12,2025-07-18,Europe,Delivered
O-000438,C-0116,2025-02-19,2025-02-27,North America,Shipped
O-000439,C-0069,2025-06-07,2025-06-18,Europe,Delivered
O-000440,C-0010,2025-01-28,2025-02-03,Europe,Delivered
O-000441,C-0111,2025-10-02,2025-10-08,Europe,Delivered
O-000442,C-0095,2025-02-25,2025-03-11,Europe,Shipped
O-000443,C-0025,2025-04-12,2025-04-20,North America,Shipped
O-000444,C-0075,2025-07-29,2025-07-30,Europe,Delivered
O-000445,C-0113,2025-02-13,2025-02-22,Europe,Delivered
O-000446,C-0097,2025-09-29,2025-09-30,North America,Shipped
O-000447,C-0038,2025-07-30,2025-08-06,North America,Delivered
O-000448,C-0037,2025-06-01,2025-06-07,North America,Shipped
O-000449,C-0030,2025-10-06,2025-10-13,Europe,Shipped
O-000450,C-0058,2025-10-27,2025-11-09,Europe,Delivered
O-000451,C-0058,2025-05-24,2025-05-25,Europe,Delivered
O-000452,C-0081,2025-08-28,2025-09-11,Europe,Shipped
O-000453,C-0110,2025-11-23,2025-12-05,North America,Shipped
O-000454,C-0033,2025-09-14,2025-09-19,Europe,Shipped
O-000455,C-0077,2025-05-24,2025-05-28,Europe,Delivered
O-000456,C-0061,2025-10-08,2025-10-13,North America,Shipped
O-000457,C-0052,2025-02-28,2025-03-11,Europe,Shipped
O-000458,C-0024,2025-12-19,2025-12-28,Europe,Delivered
O-000459,C-0077,2025-01-16,2025-01-25,Europe,Shipped
O-000460,C-0015,2025-08-22,2025-09-02,Europe,Shipped
O-000461,C-0060,2025-12-05,2025-12-13,Europe,Shipped
O-000462,C-0067,2025-02-28,2025-03-11,North America,Shipped
O-000463,C-0084,2025-03-31,2025-04-06,Europe,Shipped
O-000464,C-0047,2025-06-24,2025-06-29,Europe,Shipped
O-000465,C-0109,2025-12-02,2025-12-10,North America,Delivered
O-000466,C-0030,2025-12-17,2025-12-28,Europe,Shipped
O-000467,C-0058,2025-05-06,2025-05-15,Europe,Shipped
O-000468,C-0074,2025-10-18,2025-10-26,North America,Delivered
O-000469,C-0090,2025-11-01,2025-11-12,Europe,Shipped
O-000470,C-0012,2025-07-03,2025-07-17,Europe,Shipped
O-000471,C-0039,2025-06-20,2025-06-25,Europe,Shipped
O-000472,C-0032,2025-01-21,2025-01-27,North America,Shipped
O-000473,C-0118,2025-12-13,2025-12-24,Europe,Delivered
O-000474,C-0111,2025-05-26,2025-06-02,Europe,Shipped
O-000475,C-0092,2025-03-28,2025-03-30,North America,Delivered
O-000476,C-0099,2025-09-09,2025-09-15,Europe,Shipped
O-000477,C-0098,2025-08-15,2025-08-29,North America,Shipped
O-000478,C-0093,2025-03-08,2025-03-22,Europe,Shipped
O-000479,C-0073,2025-03-07,2025-03-13,North America,Shipped
O-000480,C-0009,2025-11-14,2025-11-19,Europe,Shipped
O-000481,C-0120,2025-05-25,2025-06-03,Europe,Delivered
O-000482,C-0062,2025-03-04,2025-03-15,North America,Shipped
O-000483,C-0001,2025-03-15,2025-03-20,North America,Shipped
O-000484,C-0010,2025-04-04,2025-04-16,Europe,Shipped
O-000485,C-0096,2025-10-11,2025-10-21,Europe,Shipped
O-000486,C-0060,2025-11-12,2025-11-26,Europe,Shipped
O-000487,C-0083,2025-11-08,2025-11-21,Europe,Delivered
O-000488,C-0100,2025-06-21,2025-06-30,Europe,Shipped
O-000489,C-0070,2025-03-10,2025-03-21,Europe,Shipped
O-000490,C-0013,2025-05-22,2025-05-31,North America,Shipped
O-000491,C-0013,2025-01-24,2025-01-27,North America,Delivered
O-000492,C-0008,2025-06-04,2025-06-08,North America,Delivered
O-000493,C-0056,2025-10-09,2025-10-14,North America,Shipped
O-000494,C-0027,2025-11-29,2025-12-07,Europe,Shipped
O-000495,C-0024,2025-06-07,2025-06-08,Europe,Shipped
O-000496,C-0098,2025-05-27,2025-06-09,North America,Shipped
O-000497,C-0070,2025-08-12,2025-08-23,Europe,Shipped
O-000498,C-0017,2025-08-12,2025-08-25,Europe,Shipped
O-000499,C-0030,2025-10-23,2025-10-29,Europe,Delivered
O-000500,C-0061,2025-11-26,2025-12-05,North America,Delivered
O-000501,C-0005,2025-07-11,2025-07-19,Europe,Shipped
O-000502,C-0010,2025-06-03,2025-06-10,Europe,Shipped
O-000503,C-0034,2025-02-02,2025-02-08,Europe,Shipped
O-000504,C-0029,2025-08-24,2025-08-26,Europe,Delivered
O-000505,C-0004,2025-03-23,2025-03-28,Europe,Shipped
O-000506,C-0118,2025-02-27,2025-03-01,Europe,Shipped
O-000507,C-0030,2025-03-15,2025-03-17,Europe,Shipped
O-000508,C-0092,2025-09-04,2025-09-09,North America,Delivered
O-000509,C-0078,2025-11-07,2025-11-08,Europe,Shipped
O-000510,C-0060,2025-10-19,2025-10-23,Europe,Shipped
O-000511,C-0109,2025-12-02,2025-12-07,North America,Delivered
O-000512,C-0083,2025-10-30,2025-11-09,Europe,Delivered
O-000513,C-0030,2025-08-04,2025-08-09,Europe,Delivered
O-000514,C-0062,2025-08-08,2025-08-21,North America,Shipped
O-000515,C-0076,2025-07-22,2025-08-03,Europe,Shipped
O-000516,C-0050,2025-03-01,2025-03-09,North America,Delivered
O-000517,C-0066,2025-08-31,2025-09-04,Europe,Shipped
O-000518,C-0037,2025-07-17,2025-07-31,North America,Shipped
O-000519,C-0118,2025-10-30,2025-11-01,Europe,Delivered
O-000520,C-0067,2025-01-07,2025-01-12,North America,Delivered
O-000521,C-0117,2025-06-25,2025-06-29,Europe,Delivered
O-000522,C-0069,2025-08-19,2025-08-20,Europe,Shipped
O-000523,C-0105,2025-08-02,2025-08-09,Europe,Shipped
O-000524,C-0108,2025-07-17,2025-07-18,Europe,Shipped
O-000525,C-0010,2025-01-06,2025-01-11,Europe,Shipped
O-000526,C-0011,2025-01-27,2025-02-07,Europe,Delivered
O-000527,C-0039,2025-11-05,2025-11-07,Europe,Delivered
O-000528,C-0006,2025-10-02,2025-10-11,Europe,Delivered
O-000529,C-0102,2025-10-09,2025-10-14,Europe,Shipped
O-000530,C-0061,2025-12-09,2025-12-14,North America,Shipped
O-000531,C-0055,2025-09-15,2025-09-27,North America,Shipped
O-000532,C-0041,2025-08-17,2025-08-28,Europe,Shipped
O-000533,C-0001,2025-07-03,2025-07-12,North America,Shipped
O-000534,C-0118,2025-12-25,2026-01-02,Europe,Delivered
O-000535,C-0043,2025-08-20,2025-08-27,North America,Shipped
O-000536,C-0065,2025-09-10,2025-09-17,Europe,Shipped
O-000537,C-0023,2025-05-09,2025-05-21,Europe,Delivered
O-000538,C-0061,2025-03-16,2025-03-28,North America,Shipped
O-000539,C-0034,2025-01-26,2025-01-29,Europe,Shipped
O-000540,C-0040,2025-07-09,2025-07-22,Europe,Shipped
O-000541,C-0086,2025-09-17,2025-09-28,North America,Shipped
O-000542,C-0070,2025-01-25,2025-01-31,Europe,Shipped
O-000543,C-0043,2025-06-16,2025-06-28,North America,Delivered
O-000544,C-0050,2025-06-16,2025-06-19,North America,Shipped
O-000545,C-0042,2025-07-17,2025-07-24,Europe,Shipped
O-000546,C-0100,2025-04-04,2025-04-13,Europe,Shipped
O-000547,C-0034,2025-10-24,2025-10-25,Europe,Shipped
O-000548,C-0039,2025-03-03,2025-03-17,Europe,Shipped
O-000549,C-0015,2025-01-11,2025-01-17,Europe,Shipped
O-000550,C-0114,2025-08-24,2025-09-06,Europe,Shipped
O-000551,C-0081,2025-10-23,2025-10-26,Europe,Shipped
O-000552,C-0085,2025-05-10,2025-05-13,North America,Shipped
O-000553,C-0048,2025-09-18,2025-09-25,Europe,Shipped
O-000554,C-0095,2025-07-27,2025-08-01,Europe,Shipped
O-000555,C-0112,2025-06-07,2025-06-16,Europe,Shipped
O-000556,C-0086,2025-12-02,2025-12-09,North America,Shipped
O-000557,C-0076,2025-02-03,2025-02-14,Europe,Shipped
O-000558,C-0073,2025-02-20,2025-03-02,North America,Shipped
O-000559,C-0033,2025-12-20,2025-12-26,Europe,Shipped
O-000560,C-0032,2025-10-12,2025-10-17,North America,Shipped
O-000561,C-0116,2025-12-18,2025-12-20,North America,Delivered
O-000562,C-0003,2025-08-16,2025-08-23,Europe,Delivered
O-000563,C-0060,2025-10-17,2025-10-31,Europe,Shipped
O-000564,C-0020,2025-11-08,2025-11-12,North America,Shipped
O-000565,C-0037,2025-01-16,2025-01-18,North America,Shipped
O-000566,C-0099,2025-05-16,2025-05-26,Europe,Delivered
O-000567,C-0032,2025-03-19,2025-03-21,North America,Shipped
O-000568,C-0116,2025-10-12,2025-10-25,North America,Shipped
O-000569,C-0086,2025-01-28,2025-02-10,North America,Delivered
O-000570,C-0002,2025-07-18,2025-07-23,North America,Delivered
O-000571,C-0094,2025-12-05,2025-12-11,Europe,Delivered
O-000572,C-0056,2025-04-03,2025-04-08,North America,Shipped
O-000573,C-0004,2025-04-12,2025-04-21,Europe,Delivered
O-000574,C-0114,2025-03-28,2025-04-08,Europe,Shipped
O-000575,C-0011,2025-11-20,2025-11-27,Europe,Shipped
O-000576,C-0083,2025-09-28,2025-09-30,Europe,Shipped
O-000577,C-0078,2025-09-19,2025-09-27,Europe,Shipped
O-000578,C-0042,2025-07-30,2025-08-08,Europe,Delivered
O-000579,C-0120,2025-11-25,2025-12-04,Europe,Delivered
O-000580,C-0066,2025-12-31,2026-01-07,Europe,Shipped
O-000581,C-0098,2025-06-05,2025-06-10,North America,Shipped
O-000582,C-0067,2025-01-08,2025-01-22,North America,Shipped
O-000583,C-0079,2025-04-18,2025-04-26,North America,Shipped
O-000584,C-0038,2025-03-15,2025-03-23,North America,Delivered
O-000585,C-0052,2025-03-25,2025-04-03,Europe,Shipped
O-000586,C-0048,2025-09-25,2025-10-08,Europe,Shipped
O-000587,C-0021,2025-08-21,2025-08-22,Europe,Shipped
O-000588,C-0090,2025-07-22,2025-07-29,Europe,Shipped
O-000589,C-0087,2025-10-26,2025-11-06,Europe,Delivered
O-000590,C-0052,2025-05-31,2025-06-06,Europe,Shipped
O-000591,C-0063,2025-01-29,2025-01-31,Europe,Shipped
O-000592,C-0056,2025-09-23,2025-09-24,North America,Shipped
O-000593,C-0057,2025-07-01,2025-07-02,Europe,Shipped
O-000594,C-0119,2025-12-04,2025-12-09,Europe,Shipped
O-000595,C-0066,2025-08-04,2025-08-10,Europe,Delivered
O-000596,C-0108,2025-12-06,2025-12-07,Europe,Delivered
O-000597,C-0120,2025-06-16,2025-06-19,Europe,Shipped
O-000598,C-0081,2025-03-07,2025-03-18,Europe,Shipped
O-000599,C-0054,2025-07-13,2025-07-27,Europe,Delivered
O-000600,C-0039,2025-03-18,2025-03-24,Europe,Shipped
O-000601,C-0004,2025-11-12,2025-11-17,Europe,Delivered
O-000602,C-0065,2025-11-08,2025-11-12,Europe,Delivered
O-000603,C-0033,2025-04-18,2025-04-21,Europe,Shipped
O-000604,C-0038,2025-09-22,2025-10-05,North America,Shipped
O-000605,C-0051,2025-01-09,2025-01-15,Europe,Delivered
O-000606,C-0094,2025-11-09,2025-11-16,Europe,Shipped
O-000607,C-0035,2025-08-30,2025-09-13,Europe,Shipped
O-000608,C-0038,2025-02-01,2025-02-02,North America,Shipped
O-000609,C-0026,2025-07-18,2025-07-31,North America,Shipped
O-000610,C-0089,2025-04-03,2025-04-06,Europe,Shipped
O-000611,C-0001,2025-09-19,2025-09-30,North America,Delivered
O-000612,C-0023,2025-11-02,2025-11-16,Europe,Delivered
O-000613,C-0012,2025-11-29,2025-12-10,Europe,Shipped
O-000614,C-0118,2025-02-18,2025-02-22,Europe,Delivered
O-000615,C-0036,2025-04-21,2025-04-29,Europe,Delivered
O-000616,C-0035,2025-05-01,2025-05-09,Europe,Delivered
O-000617,C-0034,2025-03-04,2025-03-11,Europe,Shipped
O-000618,C-0014,2025-04-26,2025-04-29,North America,Shipped
O-000619,C-0066,2025-10-09,2025-10-18,Europe,Delivered
O-000620,C-0066,2025-04-08,2025-04-10,Europe,Shipped
O-000621,C-0076,2025-06-23,2025-07-02,Europe,Delivered
O-000622,C-0070,2025-10-11,2025-10-12,Europe,Delivered
O-000623,C-0120,2025-05-07,2025-05-13,Europe,Delivered
O-000624,C-0100,2025-03-14,2025-03-23,Europe,Shipped
O-000625,C-0046,2025-04-22,2025-04-23,Europe,Delivered
O-000626,C-0098,2025-04-22,2025-04-24,North America,Shipped
O-000627,C-0099,2025-07-27,2025-07-28,Europe,Shipped
O-000628,C-0109,2025-11-20,2025-11-27,North America,Delivered
O-000629,C-0086,2025-06-06,2025-06-14,North America,Shipped
O-000630,C-0006,2025-08-13,2025-08-25,Europe,Shipped
O-000631,C-0030,2025-07-16,2025-07-25,Europe,Shipped
O-000632,C-0074,2025-05-22,2025-06-03,North America,Shipped
O-000633,C-0036,2025-12-14,2025-12-17,Europe,Shipped
O-000634,C-0001,2025-02-24,2025-03-09,North America,Delivered
O-000635,C-0090,2025-11-29,2025-12-01,Europe,Delivered
O-000636,C-0004,2025-01-27,2025-02-07,Europe,Shipped
O-000637,C-0102,2025-04-22,2025-05-03,Europe,Delivered
O-000638,C-0038,2025-07-13,2025-07-24,North America,Delivered
O-000639,C-0054,2025-02-20,2025-02-21,Europe,Delivered
O-000640,C-0013,2025-08-21,2025-08-22,North America,Shipped
O-000641,C-0004,2025-09-28,2025-10-11,Europe,Shipped
O-000642,C-0072,2025-07-21,2025-07-24,Europe,Delivered
O-000643,C-0102,2025-09-15,2025-09-22,Europe,Shipped
O-000644,C-0106,2025-06-20,2025-06-28,Europe,Shipped
O-000645,C-0057,2025-08-11,2025-08-24,Europe,Shipped
O-000646,C-0023,2025-03-02,2025-03-11,Europe,Shipped
O-000647,C-0006,2025-01-16,2025-01-23,Europe,Shipped
O-000648,C-0090,2025-06-13,2025-06-24,Europe,Shipped
O-000649,C-0083,2025-05-25,2025-05-29,Europe,Shipped
O-000650,C-0029,2025-09-10,2025-09-16,Europe,Delivered
O-000651,C-0059,2025-07-24,2025-07-26,Europe,Shipped
O-000652,C-0096,2025-04-26,2025-05-06,Europe,Shipped
O-000653,C-0087,2025-07-10,2025-07-20,Europe,Shipped
O-000654,C-0041,2025-07-12,2025-07-18,Europe,Shipped
O-000655,C-0090,2025-11-06,2025-11-16,Europe,Shipped
O-000656,C-0008,2025-12-05,2025-12-09,North America,Shipped
O-000657,C-0074,2025-06-16,2025-06-29,North America,Shipped
O-000658,C-0017,2025-09-24,2025-10-05,Europe,Shipped
O-000659,C-0071,2025-08-16,2025-08-24,Europe,Shipped
O-000660,C-0103,2025-06-28,2025-06-30,North America,Shipped
O-000661,C-0092,2025-06-29,2025-07-06,North America,Shipped
O-000662,C-0093,2025-04-30,2025-05-09,Europe,Delivered
O-000663,C-0090,2025-12-20,2026-01-02,Europe,Shipped
O-000664,C-0077,2025-07-06,2025-07-09,Europe,Delivered
O-000665,C-0092,2025-10-26,2025-11-05,North America,Shipped
O-000666,C-0018,2025-03-14,2025-03-22,Europe,Delivered
O-000667,C-0011,2025-09-22,2025-09-24,Europe,Shipped
O-000668,C-0112,2025-10-07,2025-10-14,Europe,Shipped
O-000669,C-0114,2025-06-02,2025-06-16,Europe,Delivered
O-000670,C-0108,2025-04-07,2025-04-18,Europe,Shipped
O-000671,C-0092,2025-01-13,2025-01-23,North America,Delivered
O-000672,C-0078,2025-08-28,2025-08-30,Europe,Delivered
O-000673,C-0061,2025-04-22,2025-05-06,North America,Shipped
O-000674,C-0112,2025-03-14,2025-03-23,Europe,Delivered
O-000675,C-0007,2025-03-25,2025-04-08,North America,Delivered
O-000676,C-0085,2025-08-26,2025-08-27,North America,Shipped
O-000677,C-0114,2025-09-15,2025-09-25,Europe,Delivered
O-000678,C-0058,2025-09-13,2025-09-24,Europe,Shipped
O-000679,C-0111,2025-07-22,2025-08-01,Europe,Delivered
O-000680,C-0094,2025-06-18,2025-06-24,Europe,Delivered
O-000681,C-0041,2025-12-21,2025-12-25,Europe,Shipped
O-000682,C-0074,2025-05-04,2025-05-18,North America,Delivered
O-000683,C-0028,2025-07-30,2025-08-04,Europe,Shipped
O-000684,C-0035,2025-10-06,2025-10-18,Europe,Shipped
O-000685,C-0056,2025-11-03,2025-11-11,North America,Delivered
O-000686,C-0079,2025-07-05,2025-07-12,North America,Shipped
O-000687,C-0040,2025-11-01,2025-11-04,Europe,Shipped
O-000688,C-0103,2025-04-15,2025-04-25,North America,Shipped
O-000689,C-0017,2025-01-22,2025-01-30,Europe,Shipped
O-000690,C-0065,2025-05-22,2025-05-26,Europe,Shipped
O-000691,C-0041,2025-07-16,2025-07-22,Europe,Shipped
O-000692,C-0002,2025-12-16,2025-12-17,North America,Delivered
O-000693,C-0061,2025-01-01,2025-01-15,North America,Shipped
O-000694,C-0035,2025-06-10,2025-06-16,Europe,Shipped
O-000695,C-0067,2025-12-23,2025-12-25,North America,Shipped
O-000696,C-0043,2025-03-28,2025-04-11,North America,Shipped
O-000697,C-0069,2025-01-18,2025-01-24,Europe,Shipped
O-000698,C-0080,2025-01-25,2025-02-08,North America,Delivered
O-000699,C-0012,2025-04-28,2025-05-12,Europe,Shipped
O-000700,C-0111,2025-10-30,2025-11-02,Europe,Delivered
O-000701,C-0045,2025-11-16,2025-11-28,Europe,Delivered
O-000702,C-0013,2025-07-18,2025-07-28,North America,Shipped
O-000703,C-0020,2025-07-15,2025-07-16,North America,Delivered
O-000704,C-0103,2025-09-10,2025-09-18,North America,Shipped
O-000705,C-0012,2025-03-20,2025-03-28,Europe,Shipped
O-000706,C-0003,2025-12-15,2025-12-20,Europe,Shipped
O-000707,C-0110,2025-06-23,2025-06-27,North America,Shipped
O-000708,C-0088,2025-02-24,2025-03-03,Europe,Shipped
O-000709,C-0109,2025-06-11,2025-06-20,North America,Shipped
O-000710,C-0044,2025-09-04,2025-09-18,North America,Shipped
O-000711,C-0045,2025-06-14,2025-06-18,Europe,Shipped
O-000712,C-0077,2025-11-29,2025-12-04,Europe,Delivered
O-000713,C-0112,2025-07-08,2025-07-19,Europe,Shipped
O-000714,C-0037,2025-04-23,2025-04-28,North America,Shipped
O-000715,C-0094,2025-01-26,2025-02-09,Europe,Shipped
O-000716,C-0071,2025-06-29,2025-07-13,Europe,Shipped
O-000717,C-0013,2025-06-22,2025-06-27,North America,Shipped
O-000718,C-0015,2025-12-29,2026-01-09,Europe,Shipped
O-000719,C-0099,2025-02-19,2025-03-02,Europe,Shipped
O-000720,C-0023,2025-11-24,2025-11-29,Europe,Delivered
O-000721,C-0080,2025-04-17,2025-04-30,North America,Delivered
O-000722,C-0093,2025-10-01,2025-10-13,Europe,Shipped
O-000723,C-0002,2025-06-10,2025-06-16,North America,Delivered
O-000724,C-0058,2025-04-24,2025-05-08,Europe,Shipped
O-000725,C-0050,2025-07-07,2025-07-19,North America,Delivered
O-000726,C-0092,2025-08-26,2025-09-03,North America,Shipped
O-000727,C-0063,2025-06-12,2025-06-22,Europe,Shipped
O-000728,C-0049,2025-04-06,2025-04-08,North America,Delivered
O-000729,C-0050,2025-02-22,2025-03-06,North America,Delivered
O-000730,C-0039,2025-09-01,2025-09-08,Europe,Shipped
O-000731,C-0105,2025-07-29,2025-08-12,Europe,Shipped
O-000732,C-0080,2025-05-28,2025-05-29,North America,Shipped
O-000733,C-0061,2025-06-14,2025-06-25,North America,Shipped
O-000734,C-0048,2025-01-14,2025-01-21,Europe,Shipped
O-000735,C-0062,2025-07-25,2025-08-04,North America,Delivered
O-000736,C-0066,2025-01-14,2025-01-20,Europe,Shipped
O-000737,C-0024,2025-01-21,2025-01-24,Europe,Shipped
O-000738,C-0106,2025-07-30,2025-08-13,Europe,Shipped
O-000739,C-0075,2025-06-09,2025-06-10,Europe,Shipped
O-000740,C-0095,2025-10-04,2025-10-05,Europe,Shipped
O-000741,C-0109,2025-03-03,2025-03-14,North America,Delivered
O-000742,C-0101,2025-04-15,2025-04-21,Europe,Shipped
O-000743,C-0032,2025-12-21,2026-01-01,North America,Shipped
O-000744,C-0094,2025-12-30,2026-01-01,Europe,Shipped
O-000745,C-0063,2025-08-19,2025-09-02,Europe,Delivered
O-000746,C-0117,2025-09-16,2025-09-17,Europe,Delivered
O-000747,C-0114,2025-12-18,2025-12-23,Europe,Shipped
O-000748,C-0028,2025-07-23,2025-08-03,Europe,Shipped
O-000749,C-0081,2025-08-30,2025-09-01,Europe,Shipped
O-000750,C-0032,2025-06-06,2025-06-12,North America,Delivered
O-000751,C-0070,2025-11-29,2025-12-01,Europe,Delivered
O-000752,C-0028,2025-02-09,2025-02-15,Europe,Shipped
O-000753,C-0056,2025-08-04,2025-08-05,North America,Shipped
O-000754,C-0057,2025-03-10,2025-03-24,Europe,Delivered
O-000755,C-0111,2025-01-13,2025-01-19,Europe,Shipped
O-000756,C-0101,2025-07-06,2025-07-15,Europe,Shipped
O-000757,C-0042,2025-10-21,2025-10-31,Europe,Delivered
O-000758,C-0041,2025-06-14,2025-06-17,Europe,Shipped
O-000759,C-0073,2025-04-08,2025-04-21,North America,Shipped
O-000760,C-0078,2025-09-15,2025-09-18,Europe,Delivered
O-000761,C-0106,2025-01-30,2025-02-04,Europe,Delivered
O-000762,C-0042,2025-05-22,2025-05-24,Europe,Delivered
O-000763,C-0089,2025-07-12,2025-07-24,Europe,Shipped
O-000764,C-0085,2025-10-23,2025-10-26,North America,Delivered
O-000765,C-0098,2025-12-08,2025-12-17,North America,Delivered
O-000766,C-0059,2025-04-02,2025-04-04,Europe,Shipped
O-000767,C-0045,2025-05-19,2025-05-20,Europe,Shipped
O-000768,C-0054,2025-10-20,2025-10-22,Europe,Shipped
O-000769,C-0070,2025-01-20,2025-01-22,Europe,Shipped
O-000770,C-0018,2025-11-17,2025-11-21,Europe,Delivered
O-000771,C-0103,2025-08-26,2025-09-06,North America,Shipped
O-000772,C-0106,2025-06-30,2025-07-07,Europe,Shipped
O-000773,C-0012,2025-08-24,2025-08-28,Europe,Shipped
O-000774,C-0060,2025-04-16,2025-04-25,Europe,Shipped
O-000775,C-0079,2025-09-15,2025-09-24,North America,Shipped
O-000776,C-0025,2025-12-07,2025-12-21,North America,Delivered
O-000777,C-0060,2025-09-18,2025-09-25,Europe,Shipped
O-000778,C-0115,2025-05-09,2025-05-12,North America,Shipped
O-000779,C-0091,2025-12-19,2025-12-28,North America,Shipped
O-000780,C-0022,2025-03-13,2025-03-16,Europe,Delivered
O-000781,C-0003,2025-11-18,2025-11-28,Europe,Shipped
O-000782,C-0040,2025-03-09,2025-03-15,Europe,Shipped
O-000783,C-0001,2025-08-24,2025-09-04,North America,Delivered
O-000784,C-0027,2025-06-24,2025-07-02,Europe,Shipped
O-000785,C-0040,2025-10-21,2025-10-24,Europe,Delivered
O-000786,C-0041,2025-04-01,2025-04-08,Europe,Shipped
O-000787,C-0108,2025-08-19,2025-08-21,Europe,Delivered
O-000788,C-0072,2025-09-18,2025-09-25,Europe,Shipped
O-000789,C-0004,2025-08-12,2025-08-25,Europe,Shipped
O-000790,C-0067,2025-03-24,2025-04-06,North America,Delivered
O-000791,C-0033,2025-01-30,2025-02-07,Europe,Delivered
O-000792,C-0099,2025-12-21,2025-12-25,Europe,Shipped
O-000793,C-0058,2025-07-15,2025-07-29,Europe,Delivered
O-000794,C-0015,2025-09-01,2025-09-09,Europe,Shipped
O-000795,C-0090,2025-09-19,2025-09-27,Europe,Shipped
O-000796,C-0078,2025-12-21,2026-01-01,Europe,Delivered
O-000797,C-0086,2025-04-19,2025-05-01,North America,Shipped
O-000798,C-0098,2025-10-12,2025-10-18,North America,Delivered
O-000799,C-0071,2025-12-08,2025-12-20,Europe,Shipped
O-000800,C-0025,2025-02-27,2025-03-13,North America,Delivered
O-000801,C-0007,2025-09-13,2025-09-26,North America,Delivered
O-000802,C-0045,2025-09-20,2025-09-28,Europe,Delivered
O-000803,C-0097,2025-06-20,2025-07-02,North America,Shipped
O-000804,C-0090,2025-04-11,2025-04-23,Europe,Shipped
O-000805,C-0051,2025-07-07,2025-07-08,Europe,Shipped
O-000806,C-0061,2025-05-12,2025-05-16,North America,Shipped
O-000807,C-0028,2025-08-20,2025-08-22,Europe,Shipped
O-000808,C-0053,2025-08-07,2025-08-10,Europe,Shipped
O-000809,C-0012,2025-11-10,2025-11-11,Europe,Shipped
O-000810,C-0019,2025-02-11,2025-02-19,North America,Shipped
O-000811,C-0105,2025-04-05,2025-04-12,Europe,Delivered
O-000812,C-0113,2025-08-23,2025-08-27,Europe,Delivered
O-000813,C-0008,2025-04-20,2025-05-04,North America,Delivered
O-000814,C-0102,2025-09-19,2025-10-01,Europe,Shipped
O-000815,C-0052,2025-02-06,2025-02-18,Europe,Shipped
O-000816,C-0067,2025-07-22,2025-07-25,North America,Delivered
O-000817,C-0084,2025-12-16,2025-12-20,Europe,Shipped
O-000818,C-0102,2025-09-13,2025-09-21,Europe,Shipped
O-000819,C-0055,2025-02-27,2025-03-12,North America,Shipped
O-000820,C-0086,2025-09-28,2025-10-09,North America,Shipped
O-000821,C-0112,2025-11-20,2025-11-28,Europe,Delivered
O-000822,C-0022,2025-11-15,2025-11-20,Europe,Delivered
O-000823,C-0056,2025-06-05,2025-06-18,North America,Delivered
O-000824,C-0101,2025-09-30,2025-10-09,Europe,Delivered
O-000825,C-0115,2025-01-27,2025-02-06,North America,Shipped
O-000826,C-0055,2025-05-22,2025-06-02,North America,Shipped
O-000827,C-0110,2025-04-07,2025-04-18,North America,Shipped
O-000828,C-0009,2025-02-19,2025-02-28,Europe,Delivered
O-000829,C-0104,2025-12-04,2025-12-13,North America,Delivered
O-000830,C-0093,2025-11-18,2025-11-29,Europe,Delivered
O-000831,C-0017,2025-02-15,2025-02-18,Europe,Shipped
O-000832,C-0029,2025-08-27,2025-09-08,Europe,Delivered
O-000833,C-0097,2025-11-08,2025-11-17,North America,Shipped
O-000834,C-0090,2025-03-15,2025-03-19,Europe,Delivered
O-000835,C-0014,2025-02-28,2025-03-08,North America,Shipped
O-000836,C-0072,2025-12-17,2025-12-27,Europe,Shipped
O-000837,C-0084,2025-06-01,2025-06-13,Europe,Delivered
O-000838,C-0115,2025-05-12,2025-05-17,North America,Shipped
O-000839,C-0085,2025-10-25,2025-10-29,North America,Delivered
O-000840,C-0008,2025-08-22,2025-08-28,North America,Shipped
O-000841,C-0055,2025-01-01,2025-01-14,North America,Shipped
O-000842,C-0086,2025-04-09,2025-04-13,North America,Delivered
O-000843,C-0043,2025-09-30,2025-10-05,North America,Shipped
O-000844,C-0024,2025-08-21,2025-08-28,Europe,Shipped
O-000845,C-0107,2025-08-15,2025-08-21,Europe,Shipped
O-000846,C-0035,2025-09-17,2025-09-27,Europe,Shipped
O-000847,C-0004,2025-02-15,2025-02-20,Europe,Delivered
O-000848,C-0037,2025-09-28,2025-10-02,North America,Shipped
O-000849,C-0087,2025-03-25,2025-03-31,Europe,Shipped
O-000850,C-0118,2025-08-08,2025-08-14,Europe,Shipped
O-000851,C-0095,2025-01-14,2025-01-17,Europe,Shipped
O-000852,C-0102,2025-12-07,2025-12-21,Europe,Shipped
O-000853,C-0038,2025-07-23,2025-08-01,North America,Shipped
