order_line_id,order_id,product_id,quantity,unit_price,discount_pct
OL-0000527,O-000214,P-100,7,825.00,0.00
OL-0000528,O-000214,P-100,1,783.75,0.05
OL-0000529,O-000215,P-300,4,3104.00,0.03
OL-0000530,O-000216,P-110,5,1382.25,0.03
OL-0000531,O-000216,P-200,4,5400.00,0.00
OL-0000532,O-000217,P-200,3,5238.00,0.03
OL-0000533,O-000217,P-210,7,864.00,0.10
OL-0000534,O-000218,P-100,1,800.25,0.03
OL-0000535,O-000218,P-300,5,3104.00,0.03
OL-0000536,O-000218,P-300,3,3200.00,0.00
OL-0000537,O-000219,P-100,6,800.25,0.03
OL-0000538,O-000219,P-100,3,825.00,0.00
OL-0000539,O-000219,P-300,3,2880.00,0.10
OL-0000540,O-000220,P-210,6,912.00,0.05
OL-0000541,O-000221,P-110,7,1382.25,0.03
OL-0000542,O-000221,P-310,6,166.50,0.10
OL-0000543,O-000221,P-110,6,1282.50,0.10
OL-0000544,O-000222,P-200,3,5130.00,0.05
OL-0000545,O-000222,P-310,5,166.50,0.10
OL-0000546,O-000222,P-310,7,175.75,0.05
OL-0000547,O-000223,P-210,2,864.00,0.10
OL-0000548,O-000223,P-210,5,960.00,0.00
OL-0000549,O-000224,P-310,2,166.50,0.10
OL-0000550,O-000224,P-300,6,3104.00,0.03
OL-0000551,O-000225,P-110,8,1353.75,0.05
OL-0000552,O-000226,P-210,1,960.00,0.00
OL-0000553,O-000226,P-210,4,912.00,0.05
OL-0000554,O-000226,P-310,8,175.75,0.05
OL-0000555,O-000227,P-310,5,179.45,0.03
OL-0000556,O-000228,P-310,7,175.75,0.05
OL-0000557,O-000229,P-300,4,3200.00,0.00
OL-0000558,O-000229,P-300,8,3104.00,0.03
OL-0000559,O-000229,P-210,2,864.00,0.10
OL-0000560,O-000230,P-210,8,931.20,0.03
OL-0000561,O-000230,P-200,8,4860.00,0.10
OL-0000562,O-000231,P-210,7,931.20,0.03
OL-0000563,O-000231,P-310,7,175.75,0.05
OL-0000564,O-000232,P-110,4,1282.50,0.10
OL-0000565,O-000232,P-200,6,5238.00,0.03
OL-0000566,O-000232,P-100,2,800.25,0.03
OL-0000567,O-000232,P-310,6,185.00,0.00
OL-0000568,O-000233,P-210,8,864.00,0.10
OL-0000569,O-000234,P-200,2,5130.00,0.05
OL-0000570,O-000235,P-100,7,800.25,0.03
OL-0000571,O-000235,P-110,3,1353.75,0.05
OL-0000572,O-000236,P-200,8,5130.00,0.05
OL-0000573,O-000236,P-110,4,1382.25,0.03
OL-0000574,O-000237,P-210,6,960.00,0.00
OL-0000575,O-000237,P-300,6,3104.00,0.03
OL-0000576,O-000238,P-200,2,4860.00,0.10
OL-0000577,O-000238,P-310,3,175.75,0.05
OL-0000578,O-000238,P-310,7,175.75,0.05
OL-0000579,O-000239,P-310,1,185.00,0.00
OL-0000580,O-000239,P-110,3,1353.75,0.05
OL-0000581,O-000239,P-200,1,4860.00,0.10
OL-0000582,O-000240,P-110,4,1382.25,0.03
OL-0000583,O-000241,P-300,7,3040.00,0.05
OL-0000584,O-000241,P-300,4,3200.00,0.00
OL-0000585,O-000241,P-200,2,5238.00,0.03
OL-0000586,O-000242,P-310,6,185.00,0.00
OL-0000587,O-000243,P-110,8,1425.00,0.00
OL-0000588,O-000243,P-110,3,1353.75,0.05
OL-0000589,O-000243,P-100,5,783.75,0.05
OL-0000590,O-000244,P-200,6,5400.00,0.00
OL-0000591,O-000244,P-100,6,800.25,0.03
OL-0000592,O-000244,P-100,1,825.00,0.00
OL-0000593,O-000244,P-110,2,1382.25,0.03
OL-0000594,O-000245,P-310,7,166.50,0.10
OL-0000595,O-000245,P-300,3,3200.00,0.00
OL-0000596,O-000246,P-100,6,742.50,0.10
OL-0000597,O-000247,P-100,7,825.00,0.00
OL-0000598,O-000247,P-200,3,5400.00,0.00
OL-0000599,O-000247,P-110,3,1353.75,0.05
OL-0000600,O-000248,P-200,3,5130.00,0.05
OL-0000601,O-000249,P-110,4,1382.25,0.03
OL-0000602,O-000249,P-210,3,931.20,0.03
OL-0000603,O-000249,P-200,6,5130.00,0.05
OL-0000604,O-000250,P-300,2,2880.00,0.10
OL-0000605,O-000251,P-100,4,800.25,0.03
OL-0000606,O-000251,P-300,4,3104.00,0.03
OL-0000607,O-000252,P-300,4,2880.00,0.10
OL-0000608,O-000252,P-100,4,800.25,0.03
OL-0000609,O-000253,P-110,8,1425.00,0.00
OL-0000610,O-000253,P-210,7,864.00,0.10
OL-0000611,O-000253,P-210,7,960.00,0.00
OL-0000612,O-000253,P-210,1,960.00,0.00
OL-0000613,O-000254,P-300,5,2880.00,0.10
OL-0000614,O-000255,P-100,1,783.75,0.05
OL-0000615,O-000255,P-300,1,3040.00,0.05
OL-0000616,O-000256,P-100,7,742.50,0.10
OL-0000617,O-000257,P-310,4,179.45,0.03
OL-0000618,O-000257,P-300,8,2880.00,0.10
OL-0000619,O-000257,P-300,5,2880.00,0.10
OL-0000620,O-000258,P-100,6,783.75,0.05
OL-0000621,O-000259,P-200,8,4860.00,0.10
OL-0000622,O-000260,P-110,1,1382.25,0.03
OL-0000623,O-000260,P-100,2,825.00,0.00
OL-0000624,O-000261,P-100,1,742.50,0.10
OL-0000625,O-000261,P-110,7,1382.25,0.03
OL-0000626,O-000261,P-210,1,912.00,0.05
OL-0000627,O-000261,P-310,3,185.00,0.00
OL-0000628,O-000262,P-210,7,960.00,0.00
OL-0000629,O-000262,P-310,8,185.00,0.00
OL-0000630,O-000263,P-200,2,5400.00,0.00
OL-0000631,O-000263,P-100,3,825.00,0.00
OL-0000632,O-000263,P-100,4,783.75,0.05
OL-0000633,O-000264,P-310,6,175.75,0.05
OL-0000634,O-000264,P-300,7,2880.00,0.10
OL-0000635,O-000264,P-300,6,2880.00,0.10
OL-0000636,O-000264,P-300,8,3104.00,0.03
OL-0000637,O-000265,P-300,8,3104.00,0.03
OL-0000638,O-000265,P-210,7,864.00,0.10
OL-0000639,O-000265,P-110,8,1353.75,0.05
OL-0000640,O-000266,P-100,8,783.75,0.05
OL-0000641,O-000266,P-100,4,825.00,0.00
OL-0000642,O-000266,P-300,8,2880.00,0.10
OL-0000643,O-000266,P-310,8,166.50,0.10
OL-0000644,O-000267,P-200,6,5400.00,0.00
OL-0000645,O-000267,P-210,7,864.00,0.10
OL-0000646,O-000267,P-200,5,5130.00,0.05
OL-0000647,O-000268,P-110,2,1353.75,0.05
OL-0000648,O-000268,P-110,8,1282.50,0.10
OL-0000649,O-000269,P-110,8,1282.50,0.10
OL-0000650,O-000270,P-300,3,2880.00,0.10
OL-0000651,O-000271,P-100,4,825.00,0.00
OL-0000652,O-000272,P-200,3,5238.00,0.03
OL-0000653,O-000272,P-110,5,1353.75,0.05
OL-0000654,O-000272,P-310,1,185.00,0.00
OL-0000655,O-000272,P-300,1,3200.00,0.00
OL-0000656,O-000273,P-310,4,185.00,0.00
OL-0000657,O-000273,P-110,4,1353.75,0.05
OL-0000658,O-000273,P-200,3,5238.00,0.03
OL-0000659,O-000274,P-100,5,742.50,0.10
OL-0000660,O-000275,P-110,5,1425.00,0.00
OL-0000661,O-000275,P-210,5,864.00,0.10
OL-0000662,O-000276,P-300,8,3200.00,0.00
OL-0000663,O-000277,P-210,2,960.00,0.00
OL-0000664,O-000278,P-200,5,5130.00,0.05
OL-0000665,O-000278,P-110,8,1353.75,0.05
OL-0000666,O-000278,P-200,8,5238.00,0.03
OL-0000667,O-000279,P-200,7,5238.00,0.03
OL-0000668,O-000279,P-100,7,742.50,0.10
OL-0000669,O-000280,P-200,6,5400.00,0.00
OL-0000670,O-000280,P-200,4,5400.00,0.00
OL-0000671,O-000280,P-310,3,166.50,0.10
OL-0000672,O-000281,P-100,4,825.00,0.00
OL-0000673,O-000281,P-310,2,179.45,0.03
OL-0000674,O-000281,P-110,5,1282.50,0.10
OL-0000675,O-000282,P-110,8,1282.50,0.10
OL-0000676,O-000282,P-210,4,960.00,0.00
OL-0000677,O-000282,P-200,8,5238.00,0.03
OL-0000678,O-000283,P-210,5,912.00,0.05
OL-0000679,O-000284,P-210,7,912.00,0.05
OL-0000680,O-000284,P-100,5,783.75,0.05
OL-0000681,O-000284,P-100,8,825.00,0.00
OL-0000682,O-000285,P-300,3,2880.00,0.10
OL-0000683,O-000285,P-310,6,179.45,0.03
OL-0000684,O-000285,P-200,2,5400.00,0.00
OL-0000685,O-000286,P-200,7,5238.00,0.03
OL-0000686,O-000287,P-210,7,960.00,0.00
OL-0000687,O-000287,P-100,8,783.75,0.05
OL-0000688,O-000287,P-300,5,3104.00,0.03
OL-0000689,O-000288,P-300,6,3104.00,0.03
OL-0000690,O-000288,P-210,8,960.00,0.00
OL-0000691,O-000288,P-300,7,3200.00,0.00
OL-0000692,O-000288,P-110,3,1282.50,0.10
OL-0000693,O-000289,P-110,3,1282.50,0.10
OL-0000694,O-000290,P-200,2,5400.00,0.00
OL-0000695,O-000291,P-300,6,3104.00,0.03
OL-0000696,O-000291,P-110,6,1425.00,0.00
OL-0000697,O-000291,P-200,1,5238.00,0.03
OL-0000698,O-000291,P-100,6,800.25,0.03
OL-0000699,O-000292,P-210,3,864.00,0.10
OL-0000700,O-000292,P-200,5,5400.00,0.00
OL-0000701,O-000293,P-210,1,912.00,0.05
OL-0000702,O-000293,P-200,7,5130.00,0.05
OL-0000703,O-000294,P-300,6,3104.00,0.03
OL-0000704,O-000294,P-310,6,175.75,0.05
OL-0000705,O-000295,P-100,3,742.50,0.10
OL-0000706,O-000295,P-300,1,3104.00,0.03
OL-0000707,O-000296,P-300,1,2880.00,0.10
OL-0000708,O-000296,P-210,3,912.00,0.05
OL-0000709,O-000297,P-210,1,864.00,0.10
OL-0000710,O-000297,P-100,6,783.75,0.05
OL-0000711,O-000297,P-100,5,783.75,0.05
OL-0000712,O-000298,P-100,1,800.25,0.03
OL-0000713,O-000298,P-310,3,179.45,0.03
OL-0000714,O-000298,P-110,6,1382.25,0.03
OL-0000715,O-000298,P-100,7,742.50,0.10
OL-0000716,O-000299,P-100,1,800.25,0.03
OL-0000717,O-000300,P-200,7,5238.00,0.03
OL-0000718,O-000300,P-210,2,931.20,0.03
OL-0000719,O-000300,P-310,7,166.50,0.10
OL-0000720,O-000300,P-100,2,742.50,0.10
OL-0000721,O-000301,P-100,5,800.25,0.03
OL-0000722,O-000301,P-310,6,179.45,0.03
OL-0000723,O-000301,P-300,4,3104.00,0.03
OL-0000724,O-000301,P-310,6,185.00,0.00
OL-0000725,O-000302,P-300,3,3104.00,0.03
OL-0000726,O-000303,P-310,4,166.50,0.10
OL-0000727,O-000303,P-300,6,3104.00,0.03
OL-0000728,O-000304,P-100,6,783.75,0.05
OL-0000729,O-000304,P-300,4,3104.00,0.03
OL-0000730,O-000305,P-210,1,912.00,0.05
OL-0000731,O-000305,P-110,8,1425.00,0.00
OL-0000732,O-000305,P-310,6,179.45,0.03
OL-0000733,O-000305,P-310,8,166.50,0.10
OL-0000734,O-000306,P-300,8,3040.00,0.05
OL-0000735,O-000307,P-100,5,800.25,0.03
OL-0000736,O-000307,P-200,1,5400.00,0.00
OL-0000737,O-000308,P-310,4,185.00,0.00
OL-0000738,O-000308,P-110,8,1353.75,0.05
OL-0000739,O-000308,P-310,4,166.50,0.10
OL-0000740,O-000309,P-310,2,175.75,0.05
OL-0000741,O-000310,P-310,7,175.75,0.05
OL-0000742,O-000311,P-110,2,1282.50,0.10
OL-0000743,O-000312,P-110,8,1382.25,0.03
OL-0000744,O-000313,P-110,2,1382.25,0.03
OL-0000745,O-000313,P-110,3,1353.75,0.05
OL-0000746,O-000313,P-110,5,1382.25,0.03
OL-0000747,O-000313,P-300,4,2880.00,0.10
OL-0000748,O-000314,P-310,8,179.45,0.03
OL-0000749,O-000314,P-110,3,1282.50,0.10
OL-0000750,O-000314,P-100,5,742.50,0.10
OL-0000751,O-000315,P-110,7,1382.25,0.03
OL-0000752,O-000315,P-310,7,175.75,0.05
OL-0000753,O-000315,P-100,5,825.00,0.00
OL-0000754,O-000315,P-210,7,864.00,0.10
OL-0000755,O-000316,P-110,8,1282.50,0.10
OL-0000756,O-000317,P-200,1,4860.00,0.10
OL-0000757,O-000318,P-200,2,5238.00,0.03
OL-0000758,O-000319,P-210,6,912.00,0.05
OL-0000759,O-000320,P-200,4,4860.00,0.10
OL-0000760,O-000320,P-210,1,864.00,0.10
OL-0000761,O-000321,P-310,3,175.75,0.05
OL-0000762,O-000321,P-100,4,742.50,0.10
OL-0000763,O-000322,P-200,1,4860.00,0.10
OL-0000764,O-000322,P-200,2,5400.00,0.00
OL-0000765,O-000323,P-100,6,783.75,0.05
OL-0000766,O-000324,P-200,8,5130.00,0.05
OL-0000767,O-000324,P-100,6,742.50,0.10
OL-0000768,O-000324,P-100,5,825.00,0.00
OL-0000769,O-000325,P-100,3,783.75,0.05
OL-0000770,O-000325,P-200,6,5400.00,0.00
OL-0000771,O-000325,P-300,2,3200.00,0.00
OL-0000772,O-000325,P-300,5,3104.00,0.03
OL-0000773,O-000326,P-210,6,864.00,0.10
OL-0000774,O-000326,P-200,4,5130.00,0.05
OL-0000775,O-000326,P-300,2,2880.00,0.10
OL-0000776,O-000326,P-200,1,5238.00,0.03
OL-0000777,O-000327,P-110,8,1382.25,0.03
OL-0000778,O-000327,P-110,2,1282.50,0.10
OL-0000779,O-000327,P-310,7,166.50,0.10
OL-0000780,O-000328,P-200,4,4860.00,0.10
OL-0000781,O-000328,P-200,1,4860.00,0.10
OL-0000782,O-000329,P-300,1,3040.00,0.05
OL-0000783,O-000329,P-110,4,1282.50,0.10
OL-0000784,O-000329,P-100,1,783.75,0.05
OL-0000785,O-000329,P-310,4,179.45,0.03
OL-0000786,O-000330,P-210,4,960.00,0.00
OL-0000787,O-000330,P-210,7,864.00,0.10
OL-0000788,O-000330,P-300,5,2880.00,0.10
OL-0000789,O-000331,P-110,1,1282.50,0.10
OL-0000790,O-000331,P-210,1,912.00,0.05
OL-0000791,O-000331,P-110,7,1425.00,0.00
OL-0000792,O-000332,P-300,4,3040.00,0.05
OL-0000793,O-000332,P-310,7,166.50,0.10
OL-0000794,O-000333,P-300,2,3200.00,0.00
OL-0000795,O-000333,P-110,4,1282.50,0.10
OL-0000796,O-000334,P-110,8,1353.75,0.05
OL-0000797,O-000335,P-210,7,960.00,0.00
OL-0000798,O-000335,P-100,8,825.00,0.00
OL-0000799,O-000335,P-210,2,864.00,0.10
OL-0000800,O-000335,P-300,8,2880.00,0.10
OL-0000801,O-000336,P-110,4,1353.75,0.05
OL-0000802,O-000336,P-210,3,960.00,0.00
OL-0000803,O-000336,P-210,4,912.00,0.05
OL-0000804,O-000336,P-210,1,931.20,0.03
OL-0000805,O-000337,P-110,8,1282.50,0.10
OL-0000806,O-000337,P-200,2,5238.00,0.03
OL-0000807,O-000337,P-100,6,783.75,0.05
OL-0000808,O-000337,P-110,5,1425.00,0.00
OL-0000809,O-000338,P-300,8,3040.00,0.05
OL-0000810,O-000338,P-310,3,179.45,0.03
OL-0000811,O-000339,P-310,7,185.00,0.00
OL-0000812,O-000339,P-210,2,960.00,0.00
OL-0000813,O-000339,P-110,1,1425.00,0.00
OL-0000814,O-000340,P-200,3,5238.00,0.03
OL-0000815,O-000340,P-300,2,3200.00,0.00
OL-0000816,O-000340,P-200,8,4860.00,0.10
OL-0000817,O-000340,P-310,5,175.75,0.05
OL-0000818,O-000341,P-310,5,175.75,0.05
OL-0000819,O-000341,P-300,4,3104.00,0.03
OL-0000820,O-000341,P-200,5,5238.00,0.03
OL-0000821,O-000341,P-100,5,783.75,0.05
OL-0000822,O-000342,P-110,4,1425.00,0.00
OL-0000823,O-000342,P-200,7,5238.00,0.03
OL-0000824,O-000342,P-100,2,783.75,0.05
OL-0000825,O-000343,P-100,3,825.00,0.00
OL-0000826,O-000343,P-110,7,1382.25,0.03
OL-0000827,O-000343,P-310,3,179.45,0.03
OL-0000828,O-000344,P-200,7,4860.00,0.10
OL-0000829,O-000344,P-310,5,185.00,0.00
OL-0000830,O-000344,P-100,8,800.25,0.03
OL-0000831,O-000345,P-110,7,1282.50,0.10
OL-0000832,O-000345,P-310,2,179.45,0.03
OL-0000833,O-000345,P-110,2,1282.50,0.10
OL-0000834,O-000345,P-210,3,931.20,0.03
OL-0000835,O-000346,P-200,8,5238.00,0.03
OL-0000836,O-000347,P-110,6,1353.75,0.05
OL-0000837,O-000347,P-200,3,5238.00,0.03
OL-0000838,O-000348,P-310,8,185.00,0.00
OL-0000839,O-000348,P-200,7,5238.00,0.03
OL-0000840,O-000348,P-200,6,5400.00,0.00
OL-0000841,O-000348,P-110,3,1282.50,0.10
OL-0000842,O-000349,P-200,4,4860.00,0.10
OL-0000843,O-000349,P-300,3,3200.00,0.00
OL-0000844,O-000350,P-300,5,2880.00,0.10
OL-0000845,O-000350,P-310,4,166.50,0.10
OL-0000846,O-000351,P-310,1,166.50,0.10
OL-0000847,O-000352,P-210,2,931.20,0.03
OL-0000848,O-000353,P-110,6,1425.00,0.00
OL-0000849,O-000353,P-310,3,175.75,0.05
OL-0000850,O-000354,P-100,6,800.25,0.03
OL-0000851,O-000354,P-100,6,825.00,0.00
OL-0000852,O-000354,P-200,6,5238.00,0.03
OL-0000853,O-000355,P-110,1,1282.50,0.10
OL-0000854,O-000355,P-110,4,1353.75,0.05
OL-0000855,O-000355,P-110,1,1353.75,0.05
OL-0000856,O-000356,P-100,1,783.75,0.05
OL-0000857,O-000356,P-310,8,166.50,0.10
OL-0000858,O-000356,P-300,8,3104.00,0.03
OL-0000859,O-000357,P-310,3,185.00,0.00
OL-0000860,O-000357,P-310,1,179.45,0.03
OL-0000861,O-000358,P-210,6,931.20,0.03
OL-0000862,O-000358,P-210,3,912.00,0.05
OL-0000863,O-000358,P-100,2,825.00,0.00
OL-0000864,O-000358,P-100,1,825.00,0.00
OL-0000865,O-000359,P-110,7,1282.50,0.10
OL-0000866,O-000359,P-110,5,1382.25,0.03
OL-0000867,O-000359,P-110,7,1425.00,0.00
OL-0000868,O-000359,P-200,8,4860.00,0.10
OL-0000869,O-000360,P-210,5,912.00,0.05
OL-0000870,O-000360,P-110,4,1353.75,0.05
OL-0000871,O-000361,P-210,3,931.20,0.03
OL-0000872,O-000361,P-310,4,179.45,0.03
OL-0000873,O-000361,P-110,4,1382.25,0.03
OL-0000874,O-000362,P-100,7,783.75,0.05
OL-0000875,O-000362,P-110,5,1425.00,0.00
OL-0000876,O-000362,P-310,5,166.50,0.10
OL-0000877,O-000362,P-310,5,166.50,0.10
OL-0000878,O-000363,P-300,1,2880.00,0.10
OL-0000879,O-000364,P-310,4,166.50,0.10
OL-0000880,O-000364,P-310,2,185.00,0.00
OL-0000881,O-000364,P-100,6,783.75,0.05
OL-0000882,O-000364,P-100,4,800.25,0.03
OL-0000883,O-000365,P-210,7,931.20,0.03
OL-0000884,O-000365,P-110,8,1382.25,0.03
OL-0000885,O-000365,P-300,2,2880.00,0.10
OL-0000886,O-000366,P-110,1,1282.50,0.10
OL-0000887,O-000366,P-110,5,1353.75,0.05
OL-0000888,O-000366,P-300,1,3104.00,0.03
OL-0000889,O-000366,P-100,1,783.75,0.05
OL-0000890,O-000367,P-110,5,1353.75,0.05
OL-0000891,O-000367,P-110,4,1353.75,0.05
OL-0000892,O-000367,P-210,6,864.00,0.10
OL-0000893,O-000368,P-200,4,5400.00,0.00
OL-0000894,O-000368,P-310,3,166.50,0.10
OL-0000895,O-000368,P-100,3,800.25,0.03
OL-0000896,O-000369,P-200,8,5130.00,0.05
OL-0000897,O-000369,P-110,8,1282.50,0.10
OL-0000898,O-000369,P-210,7,912.00,0.05
OL-0000899,O-000369,P-100,5,825.00,0.00
OL-0000900,O-000370,P-310,2,185.00,0.00
OL-0000901,O-000370,P-110,1,1282.50,0.10
OL-0000902,O-000370,P-310,3,175.75,0.05
OL-0000903,O-000371,P-200,8,5130.00,0.05
OL-0000904,O-000371,P-300,7,2880.00,0.10
OL-0000905,O-000371,P-200,4,5130.00,0.05
OL-0000906,O-000372,P-200,7,5130.00,0.05
OL-0000907,O-000372,P-310,3,185.00,0.00
OL-0000908,O-000372,P-210,6,960.00,0.00
OL-0000909,O-000372,P-100,1,783.75,0.05
OL-0000910,O-000373,P-310,7,179.45,0.03
OL-0000911,O-000374,P-200,5,4860.00,0.10
OL-0000912,O-000374,P-200,5,5238.00,0.03
OL-0000913,O-000374,P-110,1,1353.75,0.05
OL-0000914,O-000374,P-310,5,175.75,0.05
OL-0000915,O-000375,P-310,4,185.00,0.00
OL-0000916,O-000375,P-200,3,4860.00,0.10
OL-0000917,O-000375,P-310,7,175.75,0.05
OL-0000918,O-000375,P-310,3,166.50,0.10
OL-0000919,O-000376,P-110,3,1282.50,0.10
OL-0000920,O-000376,P-300,2,2880.00,0.10
OL-0000921,O-000376,P-200,1,4860.00,0.10
OL-0000922,O-000377,P-200,4,4860.00,0.10
OL-0000923,O-000377,P-310,5,179.45,0.03
OL-0000924,O-000378,P-210,3,931.20,0.03
OL-0000925,O-000378,P-310,7,179.45,0.03
OL-0000926,O-000378,P-110,7,1282.50,0.10
OL-0000927,O-000378,P-110,3,1425.00,0.00
OL-0000928,O-000379,P-300,7,2880.00,0.10
OL-0000929,O-000379,P-110,8,1282.50,0.10
OL-0000930,O-000379,P-110,7,1353.75,0.05
OL-0000931,O-000379,P-210,5,912.00,0.05
OL-0000932,O-000380,P-200,3,5238.00,0.03
OL-0000933,O-000380,P-110,1,1382.25,0.03
OL-0000934,O-000381,P-100,1,783.75,0.05
OL-0000935,O-000382,P-100,6,800.25,0.03
OL-0000936,O-000383,P-100,2,825.00,0.00
OL-0000937,O-000383,P-310,8,175.75,0.05
OL-0000938,O-000384,P-100,8,783.75,0.05
OL-0000939,O-000384,P-300,1,3104.00,0.03
OL-0000940,O-000385,P-100,8,825.00,0.00
OL-0000941,O-000386,P-110,7,1353.75,0.05
OL-0000942,O-000387,P-310,8,185.00,0.00
OL-0000943,O-000388,P-300,8,3104.00,0.03
OL-0000944,O-000388,P-310,6,179.45,0.03
OL-0000945,O-000389,P-300,5,3104.00,0.03
OL-0000946,O-000389,P-210,4,912.00,0.05
OL-0000947,O-000389,P-210,6,864.00,0.10
OL-0000948,O-000389,P-100,5,742.50,0.10
OL-0000949,O-000390,P-300,4,3040.00,0.05
OL-0000950,O-000390,P-100,5,800.25,0.03
OL-0000951,O-000391,P-100,1,800.25,0.03
OL-0000952,O-000391,P-310,4,175.75,0.05
OL-0000953,O-000391,P-210,4,960.00,0.00
OL-0000954,O-000391,P-200,7,5130.00,0.05
OL-0000955,O-000392,P-210,8,931.20,0.03
OL-0000956,O-000392,P-310,1,175.75,0.05
OL-0000957,O-000393,P-300,2,3200.00,0.00
OL-0000958,O-000393,P-100,8,742.50,0.10
OL-0000959,O-000393,P-300,5,3200.00,0.00
OL-0000960,O-000393,P-200,3,5238.00,0.03
OL-0000961,O-000394,P-110,4,1425.00,0.00
OL-0000962,O-000394,P-310,3,166.50,0.10
OL-0000963,O-000394,P-110,1,1425.00,0.00
OL-0000964,O-000395,P-210,1,960.00,0.00
OL-0000965,O-000395,P-100,1,800.25,0.03
OL-0000966,O-000395,P-310,8,179.45,0.03
OL-0000967,O-000396,P-110,4,1282.50,0.10
OL-0000968,O-000397,P-210,6,960.00,0.00
OL-0000969,O-000397,P-210,5,931.20,0.03
OL-0000970,O-000398,P-210,3,931.20,0.03
OL-0000971,O-000399,P-100,6,783.75,0.05
OL-0000972,O-000399,P-310,8,166.50,0.10
OL-0000973,O-000400,P-200,1,4860.00,0.10
OL-0000974,O-000400,P-100,1,783.75,0.05
OL-0000975,O-000400,P-110,4,1353.75,0.05
OL-0000976,O-000401,P-200,2,5238.00,0.03
OL-0000977,O-000401,P-300,2,3040.00,0.05
OL-0000978,O-000402,P-200,4,5400.00,0.00
OL-0000979,O-000402,P-100,1,742.50,0.10
OL-0000980,O-000403,P-310,6,185.00,0.00
OL-0000981,O-000403,P-210,2,864.00,0.10
OL-0000982,O-000403,P-110,4,1282.50,0.10
OL-0000983,O-000403,P-100,4,825.00,0.00
OL-0000984,O-000404,P-200,5,4860.00,0.10
OL-0000985,O-000404,P-310,4,185.00,0.00
OL-0000986,O-000404,P-200,3,5400.00,0.00
OL-0000987,O-000404,P-200,1,5400.00,0.00
OL-0000988,O-000405,P-110,1,1382.25,0.03
OL-0000989,O-000405,P-310,5,166.50,0.10
OL-0000990,O-000406,P-300,3,2880.00,0.10
OL-0000991,O-000407,P-310,8,175.75,0.05
OL-0000992,O-000407,P-100,3,800.25,0.03
OL-0000993,O-000407,P-110,4,1382.25,0.03
OL-0000994,O-000408,P-100,8,783.75,0.05
OL-0000995,O-000408,P-110,1,1382.25,0.03
OL-0000996,O-000408,P-210,8,864.00,0.10
OL-0000997,O-000409,P-300,5,3200.00,0.00
OL-0000998,O-000409,P-100,8,800.25,0.03
OL-0000999,O-000409,P-110,2,1353.75,0.05
OL-0001000,O-000410,P-300,4,3200.00,0.00
OL-0001001,O-000410,P-300,4,3200.00,0.00
OL-0001002,O-000411,P-100,4,742.50,0.10
OL-0001003,O-000411,P-300,6,3104.00,0.03
OL-0001004,O-000411,P-100,4,825.00,0.00
OL-0001005,O-000411,P-200,6,5130.00,0.05
OL-0001006,O-000412,P-100,1,825.00,0.00
OL-0001007,O-000413,P-300,6,3104.00,0.03
OL-0001008,O-000413,P-200,2,4860.00,0.10
OL-0001009,O-000414,P-300,2,3104.00,0.03
OL-0001010,O-000414,P-210,2,912.00,0.05
OL-0001011,O-000415,P-310,6,175.75,0.05
OL-0001012,O-000415,P-110,2,1282.50,0.10
OL-0001013,O-000415,P-100,3,742.50,0.10
OL-0001014,O-000416,P-100,5,800.25,0.03
OL-0001015,O-000416,P-310,1,179.45,0.03
OL-0001016,O-000417,P-100,7,800.25,0.03
OL-0001017,O-000417,P-210,2,912.00,0.05
OL-0001018,O-000418,P-200,1,5400.00,0.00
OL-0001019,O-000418,P-200,3,5130.00,0.05
OL-0001020,O-000419,P-310,4,185.00,0.00
OL-0001021,O-000419,P-300,6,3104.00,0.03
OL-0001022,O-000419,P-100,8,825.00,0.00
OL-0001023,O-000419,P-100,1,742.50,0.10
OL-0001024,O-000420,P-110,1,1382.25,0.03
OL-0001025,O-000421,P-110,6,1382.25,0.03
OL-0001026,O-000421,P-310,8,179.45,0.03
OL-0001027,O-000421,P-310,2,166.50,0.10
OL-0001028,O-000422,P-110,6,1353.75,0.05
OL-0001029,O-000422,P-110,5,1353.75,0.05
OL-0001030,O-000422,P-210,8,960.00,0.00
OL-0001031,O-000422,P-110,4,1425.00,0.00
OL-0001032,O-000423,P-210,8,960.00,0.00
OL-0001033,O-000423,P-200,7,5400.00,0.00
OL-0001034,O-000423,P-110,8,1282.50,0.10
OL-0001035,O-000423,P-200,8,4860.00,0.10
OL-0001036,O-000424,P-300,6,3104.00,0.03
OL-0001037,O-000424,P-200,6,5238.00,0.03
OL-0001038,O-000424,P-200,6,5238.00,0.03
OL-0001039,O-000425,P-300,3,3040.00,0.05
OL-0001040,O-000425,P-210,6,912.00,0.05
OL-0001041,O-000425,P-210,3,912.00,0.05
OL-0001042,O-000425,P-310,1,179.45,0.03
OL-0001043,O-000426,P-100,3,825.00,0.00
OL-0001044,O-000427,P-310,7,175.75,0.05
OL-0001045,O-000427,P-100,1,825.00,0.00
OL-0001046,O-000427,P-300,7,3040.00,0.05
OL-0001047,O-000427,P-210,6,864.00,0.10
OL-0001048,O-000428,P-210,8,960.00,0.00
OL-0001049,O-000428,P-210,7,960.00,0.00
OL-0001050,O-000428,P-210,6,864.00,0.10
OL-0001051,O-000429,P-200,3,5238.00,0.03
OL-0001052,O-000429,P-200,4,5400.00,0.00
OL-0001053,O-000429,P-300,5,2880.00,0.10
